clip_id,video_path,label,manipulation_type,method,source,target1,target2,race,gender,split
C__id00415__00017_id00963_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00415\00017_id00963_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00415,id00963,-,Caucasian (European),men,train
A__id03379__00032,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id03379\00032.mp4,0,RealVideo-RealAudio,real,id03379,-,-,Asian (East),women,train
D__id02005__00052_id01637_5VjcPZm8knM_id01170_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id02005\00052_id01637_5VjcPZm8knM_id01170_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id02005,id01637,id01170,African,men,train
D__id06428__00043_id06232_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id06428\00043_id06232_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id06428,id06232,-,Asian (South),women,train
D__id05931__00013_id01026_rM4ZERt7oM0_faceswap_id07008_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id05931\00013_id01026_rM4ZERt7oM0_faceswap_id07008_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id05931,id01026,faceswap,Asian (South),women,train
A__id06269__00005,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id06269\00005.mp4,0,RealVideo-RealAudio,real,id06269,-,-,Asian (East),men,train
A__id06054__00010,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id06054\00010.mp4,0,RealVideo-RealAudio,real,id06054,-,-,Asian (East),women,train
D__id03707__00055_id02466_VOgaA7O5yWY_id00383_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id03707\00055_id02466_VOgaA7O5yWY_id00383_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id03707,id02466,id00383,Caucasian (American),women,train
D__id03569__00065_id00371_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id03569\00065_id00371_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id03569,id00371,-,African,women,train
C__id00944__00135_id00830_rfl3Teg9uew,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id00944\00135_id00830_rfl3Teg9uew.mp4,1,FakeVideo-RealAudio,fsgan,id00944,id00830,-,African,men,train
D__id01002__00043_id00633_UXrTMta1EDM_faceswap_id00042_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id01002\00043_id00633_UXrTMta1EDM_faceswap_id00042_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id01002,id00633,faceswap,Caucasian (European),women,train
D__id04537__00083_1_id00082_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id04537\00083_1_id00082_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id04537,1,-,Asian (South),men,train
A__id01099__00206,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id01099\00206.mp4,0,RealVideo-RealAudio,real,id01099,-,-,Caucasian (European),men,train
A__id03816__00093,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\women\id03816\00093.mp4,0,RealVideo-RealAudio,real,id03816,-,-,Caucasian (European),women,train
A__id04547__00052,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id04547\00052.mp4,0,RealVideo-RealAudio,real,id04547,-,-,African,women,train
A__id07210__00005,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id07210\00005.mp4,0,RealVideo-RealAudio,real,id07210,-,-,Asian (South),men,train
A__id01002__00043,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\women\id01002\00043.mp4,0,RealVideo-RealAudio,real,id01002,-,-,Caucasian (European),women,train
C__id01210__00283_id01096_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01210\00283_id01096_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01210,id01096,-,Caucasian (American),men,train
D__id01597__00005_1_id01544_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01597\00005_1_id01544_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id01597,1,-,African,men,train
D__id00739__00005_id04529_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id00739\00005_id04529_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00739,id04529,-,Asian (South),women,train
A__id02005__00052,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id02005\00052.mp4,0,RealVideo-RealAudio,real,id02005,-,-,African,men,train
C__id04689__00005_id04547_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04689\00005_id04547_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id04689,id04547,-,African,women,train
D__id03180__00039_id07194_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id03180\00039_id07194_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id03180,id07194,-,Asian (South),men,train
D__id03658__00077_id04245_nQD_PRlBDyw_id02617_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id03658\00077_id04245_nQD_PRlBDyw_id02617_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id03658,id04245,PRlBDyw,African,women,train
D__id01239__00280_id01192_kAht8HG7-1s_id00971_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01239\00280_id01192_kAht8HG7-1s_id00971_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01239,id01192,id00971,Caucasian (American),men,train
C__id06225__00005_id09181_ypUYBHscgD8,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id06225\00005_id09181_ypUYBHscgD8.mp4,1,FakeVideo-RealAudio,fsgan,id06225,id09181,-,Asian (East),women,train
C__id00042__00028_id03651_EjcoRkL6loI,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id00042\00028_id03651_EjcoRkL6loI.mp4,1,FakeVideo-RealAudio,fsgan,id00042,id03651,-,Caucasian (European),women,train
D__id07108__00412_id04599_Q60DPi5Nhmk_id04601_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id07108\00412_id04599_Q60DPi5Nhmk_id04601_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id07108,id04599,id04601,Asian (South),men,train
C__id01248__00005_id00231_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id01248\00005_id00231_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01248,id00231,-,Caucasian (American),women,train
A__id07108__00412,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id07108\00412.mp4,0,RealVideo-RealAudio,real,id07108,-,-,Asian (South),men,train
D__id00368__00078_id01156_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00368\00078_id01156_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00368,id01156,-,Caucasian (European),men,train
C__id03599__00072_id08457_vFyjAJwQulM,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id03599\00072_id08457_vFyjAJwQulM.mp4,1,FakeVideo-RealAudio,fsgan,id03599,id08457,-,Asian (South),men,train
C__id09175__00072_id00579_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id09175\00072_id00579_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id09175,id00579,-,Asian (East),women,train
D__id00403__00052_id00484_u7YTz8eFZv0_id00188_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00403\00052_id00484_u7YTz8eFZv0_id00188_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00403,id00484,id00188,Caucasian (European),women,train
A__id03599__00072,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id03599\00072.mp4,0,RealVideo-RealAudio,real,id03599,-,-,Asian (South),men,train
D__id00582__00006_id03379_A32nCObAHiI_faceswap_id06158_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id00582\00006_id03379_A32nCObAHiI_faceswap_id06158_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00582,id03379,faceswap,Asian (East),women,train
D__id00345__00243_id00088_6WIDWxr8vuU_id03668_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id00345\00243_id00088_6WIDWxr8vuU_id03668_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00345,id00088,id03668,Caucasian (American),men,train
C__id06388__00005_id06060_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id06388\00005_id06060_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id06388,id06060,-,Asian (East),women,train
D__id04736__00083_id05251_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id04736\00083_id05251_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id04736,id05251,-,African,women,train
C__id00328__00092_id00068_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id00328\00092_id00068_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00328,id00068,-,Caucasian (European),women,train
D__id01528__00017_id01236_7WdumGR5-JM_id02342_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01528\00017_id01236_7WdumGR5-JM_id02342_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01528,id01236,id02342,African,men,train
D__id07686__00254_id03897_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id07686\00254_id03897_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id07686,id03897,-,Asian (South),women,train
C__id03205__00150_id00919_XDUn0Pskyrk,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id03205\00150_id00919_XDUn0Pskyrk.mp4,1,FakeVideo-RealAudio,fsgan,id03205,id00919,-,Caucasian (European),men,train
D__id00535__00005_id00694_fIQsOJG81w4_id00055_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00535\00005_id00694_fIQsOJG81w4_id00055_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00535,id00694,id00055,Caucasian (European),men,train
D__id02948__00298_id00371_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id02948\00298_id00371_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id02948,id00371,-,African,women,train
D__id01236__00005_id00987_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01236\00005_id00987_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id01236,id00987,-,African,men,train
C__id01192__00217_id01105_qxMlGJlyfA8,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01192\00217_id01105_qxMlGJlyfA8.mp4,1,FakeVideo-RealAudio,fsgan,id01192,id01105,-,Caucasian (American),men,train
C__id06334__00015_id07179_P5-oEyX0x1M,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id06334\00015_id07179_P5-oEyX0x1M.mp4,1,FakeVideo-RealAudio,fsgan,id06334,id07179,-,Asian (South),men,train
D__id00231__00037_id01248_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00231\00037_id01248_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00231,id01248,-,Caucasian (American),women,train
C__id03620__00081_id00589_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id03620\00081_id00589_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id03620,id00589,-,Caucasian (European),women,train
D__id05931__00013_id01026_rM4ZERt7oM0_faceswap_id06232_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id05931\00013_id01026_rM4ZERt7oM0_faceswap_id06232_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id05931,id01026,faceswap,Asian (South),women,train
D__id01207__00320_id00781_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01207\00320_id00781_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id01207,id00781,-,African,men,train
C__id05435__00107_id07377_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id05435\00107_id07377_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id05435,id07377,-,Asian (South),women,train
A__id04490__00054,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id04490\00054.mp4,0,RealVideo-RealAudio,real,id04490,-,-,Asian (South),women,train
A__id04245__00072,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id04245\00072.mp4,0,RealVideo-RealAudio,real,id04245,-,-,African,women,train
C__id01182__00167_id00943_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01182\00167_id00943_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01182,id00943,-,Caucasian (American),men,train
C__id05479__05479_id05479_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id05479\05479_id05479_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id05479,id05479,-,Asian (East),men,train
D__id00018__00181_id00264_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id00018\00181_id00264_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00018,id00264,-,Caucasian (American),men,train
A__id01610__00090,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id01610\00090.mp4,0,RealVideo-RealAudio,real,id01610,-,-,African,men,train
A__id00145__00043,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00145\00043.mp4,0,RealVideo-RealAudio,real,id00145,-,-,Caucasian (American),women,train
C__id07768__00143_id04537_G1e1UFopjfI,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id07768\00143_id04537_G1e1UFopjfI.mp4,1,FakeVideo-RealAudio,fsgan,id07768,id04537,-,Asian (South),men,train
C__id00478__00206_id02051_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id00478\00206_id02051_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00478,id02051,-,African,men,train
C__id05435__00107_id04530_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id05435\00107_id04530_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id05435,id04530,-,Asian (South),women,train
D__id00830__00143_id04727_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id00830\00143_id04727_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00830,id04727,-,African,men,train
A__id00043__00135,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id00043\00135.mp4,0,RealVideo-RealAudio,real,id00043,-,-,Asian (South),women,train
D__id04687__00066_id02493_zYAm6W46Mcg_faceswap_id04726_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id04687\00066_id02493_zYAm6W46Mcg_faceswap_id04726_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id04687,id02493,faceswap,Asian (East),men,train
D__id01212__00183_id04222_EAw7MSynKF8_id03028_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id01212\00183_id04222_EAw7MSynKF8_id03028_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01212,id04222,id03028,Asian (East),men,train
C__id01052__00076_id00709_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id01052\00076_id00709_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01052,id00709,-,Caucasian (European),men,train
C__id04530__00231_id03897_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id04530\00231_id03897_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id04530,id03897,-,Asian (South),women,train
D__id04537__00083_id00033_gduDuRWhnlQ_id00732_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id04537\00083_id00033_gduDuRWhnlQ_id00732_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id04537,id00033,id00732,Asian (South),men,train
D__id00055__00120_id00415_saYfEadFy_s_id01052_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00055\00120_id00415_saYfEadFy_s_id01052_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00055,id00415,id01052,Caucasian (European),men,train
C__id03696__00160_id00428_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id03696\00160_id00428_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id03696,id00428,-,Caucasian (American),women,train
D__id08397__00167_id06061_TckvmWR97vo_faceswap_id07739_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id08397\00167_id06061_TckvmWR97vo_faceswap_id07739_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id08397,id06061,faceswap,Asian (East),women,train
D__id01170__00021_id01610_l8zb_iaDJJA_id01856_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01170\00021_id01610_l8zb_iaDJJA_id01856_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01170,id01610,iaDJJA,African,men,train
C__id03559__00023_id06428_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id03559\00023_id06428_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id03559,id06428,-,Asian (South),women,train
C__id03889__00052_id01589_ZCwF6XVRiAU_faceswap,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id03889\00052_id01589_ZCwF6XVRiAU_faceswap.mp4,1,FakeVideo-RealAudio,faceswap,id03889,id01589,-,Asian (East),men,train
C__id00261__00048_id00261_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00261\00048_id00261_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00261,id00261,-,Caucasian (American),women,train
A__id00777__00160,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\men\id00777\00160.mp4,0,RealVideo-RealAudio,real,id00777,-,-,Caucasian (American),men,train
C__id07236__00143_id00149_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id07236\00143_id00149_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id07236,id00149,-,Asian (South),women,train
D__id01035__00012_3_id01096_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01035\00012_3_id01096_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id01035,3,-,Caucasian (American),men,train
D__id02553__00043_id02332_hlo8q3-L9vI_faceswap_id04726_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id02553\00043_id02332_hlo8q3-L9vI_faceswap_id04726_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id02553,id02332,faceswap,Asian (East),men,train
A__id06158__00015,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id06158\00015.mp4,0,RealVideo-RealAudio,real,id06158,-,-,Asian (East),women,train
D__id01211__00023_id00021_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01211\00023_id00021_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id01211,id00021,-,Caucasian (American),men,train
A__id00261__00048,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00261\00048.mp4,0,RealVideo-RealAudio,real,id00261,-,-,Caucasian (American),women,train
D__id04111__00015_id02493_zYAm6W46Mcg_id06776_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id04111\00015_id02493_zYAm6W46Mcg_id06776_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id04111,id02493,id06776,Asian (East),men,train
C__id08397__00167_id07739_TmuvLVNBm8o,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id08397\00167_id07739_TmuvLVNBm8o.mp4,1,FakeVideo-RealAudio,fsgan,id08397,id07739,-,Asian (East),women,train
D__id04726__00245_2_id02553_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id04726\00245_2_id02553_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id04726,2,-,Asian (East),men,train
C__id04219__00130_id00179_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id04219\00130_id00179_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id04219,id00179,-,Caucasian (American),men,train
C__id02508__00083_id02808_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id02508\00083_id02808_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id02508,id02808,-,African,women,train
C__id04490__00054_id06438_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id04490\00054_id06438_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id04490,id06438,-,Asian (South),women,train
D__id07108__00412_id00769_BqHVSZdoVpM_faceswap_id04601_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id07108\00412_id00769_BqHVSZdoVpM_faceswap_id04601_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id07108,id00769,faceswap,Asian (South),men,train
A__id00363__00014,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id00363\00014.mp4,0,RealVideo-RealAudio,real,id00363,-,-,Asian (East),women,train
A__id01052__00076,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id01052\00076.mp4,0,RealVideo-RealAudio,real,id01052,-,-,Caucasian (European),men,train
D__id00287__00005_id03620_YkXM5A8w07E_id03858_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00287\00005_id03620_YkXM5A8w07E_id03858_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00287,id03620,id03858,Caucasian (European),women,train
C__id01018__00072_id03651_EjcoRkL6loI,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id01018\00072_id03651_EjcoRkL6loI.mp4,1,FakeVideo-RealAudio,fsgan,id01018,id03651,-,Caucasian (European),women,train
D__id03605__00048_3_id01227_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id03605\00048_3_id01227_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id03605,3,-,Caucasian (American),women,train
D__id00830__00143_id00761_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id00830\00143_id00761_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00830,id00761,-,African,men,train
C__id00080__00281_id00488_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id00080\00281_id00488_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00080,id00488,-,Asian (South),women,train
C__id06388__00005_id06065_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id06388\00005_id06065_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id06388,id06065,-,Asian (East),women,train
D__id00231__00037_id00462_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00231\00037_id00462_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00231,id00462,-,Caucasian (American),women,train
D__id02301__00092_id03656_draVIyyqLtk_id04705_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id02301\00092_id03656_draVIyyqLtk_id04705_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id02301,id03656,id04705,African,women,train
C__id05845__00027_id04490_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id05845\00027_id04490_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id05845,id04490,-,Asian (South),women,train
D__id00234__00063_id00403_n4LSCxzFr6o_id00826_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00234\00063_id00403_n4LSCxzFr6o_id00826_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00234,id00403,id00826,Caucasian (European),women,train
